date,reservoir_id,storage_m3,stage_m,quality_status,source,synthetic_demo
2001-08-09,R1,2383980.18,92.384,synthetic_demo,synthetic reservoir response,True
2001-08-10,R1,2384479.04,92.3845,synthetic_demo,synthetic reservoir response,True
2001-08-11,R1,2385217.39,92.3852,synthetic_demo,synthetic reservoir response,True
2001-08-12,R1,2386119.08,92.3861,synthetic_demo,synthetic reservoir response,True
2001-08-13,R1,2386997.58,92.387,synthetic_demo,synthetic reservoir response,True
2001-08-14,R1,2388016.97,92.388,synthetic_demo,synthetic reservoir response,True
2001-08-15,R1,2389124.52,92.3891,synthetic_demo,synthetic reservoir response,True
2001-08-16,R1,2390149.48,92.3901,synthetic_demo,synthetic reservoir response,True
2001-08-17,R1,2391219.59,92.3912,synthetic_demo,synthetic reservoir response,True
2001-08-18,R1,2392434.52,92.3924,synthetic_demo,synthetic reservoir response,True
2001-08-19,R1,2393670.97,92.3937,synthetic_demo,synthetic reservoir response,True
2001-08-20,R1,2395048.12,92.395,synthetic_demo,synthetic reservoir response,True
2001-08-21,R1,2396336.29,92.3963,synthetic_demo,synthetic reservoir response,True
2001-08-22,R1,2397710.91,92.3977,synthetic_demo,synthetic reservoir response,True
2001-08-23,R1,2399139.74,92.3991,synthetic_demo,synthetic reservoir response,True
2001-08-24,R1,2400544.89,92.4005,synthetic_demo,synthetic reservoir response,True
2001-08-25,R1,2402015.58,92.402,synthetic_demo,synthetic reservoir response,True
2001-08-26,R1,2403500.81,92.4035,synthetic_demo,synthetic reservoir response,True
2001-08-27,R1,2404989.56,92.405,synthetic_demo,synthetic reservoir response,True
2001-08-28,R1,2406432.66,92.4064,synthetic_demo,synthetic reservoir response,True
2001-08-29,R1,2407979.52,92.408,synthetic_demo,synthetic reservoir response,True
2001-08-30,R1,2409482.61,92.4095,synthetic_demo,synthetic reservoir response,True
2001-08-31,R1,2411011.08,92.411,synthetic_demo,synthetic reservoir response,True
2001-09-01,R1,2412670.72,92.4127,synthetic_demo,synthetic reservoir response,True
2001-09-02,R1,2414378.09,92.4144,synthetic_demo,synthetic reservoir response,True
2001-09-03,R1,2415978.29,92.416,synthetic_demo,synthetic reservoir response,True
2001-09-04,R1,2417658.92,92.4177,synthetic_demo,synthetic reservoir response,True
2001-09-05,R1,2419367.99,92.4194,synthetic_demo,synthetic reservoir response,True
2001-09-06,R1,2421050.78,92.4211,synthetic_demo,synthetic reservoir response,True
2001-09-07,R1,2422868.17,92.4229,synthetic_demo,synthetic reservoir response,True
2001-09-08,R1,2424640.02,92.4246,synthetic_demo,synthetic reservoir response,True
2001-09-09,R1,2426379.92,92.4264,synthetic_demo,synthetic reservoir response,True
2001-09-10,R1,2428197.42,92.4282,synthetic_demo,synthetic reservoir response,True
2001-09-11,R1,2429914.8,92.4299,synthetic_demo,synthetic reservoir response,True
2001-09-12,R1,2431719.61,92.4317,synthetic_demo,synthetic reservoir response,True
2001-09-13,R1,2433438.67,92.4334,synthetic_demo,synthetic reservoir response,True
2001-09-14,R1,2435261.69,92.4353,synthetic_demo,synthetic reservoir response,True
2001-09-15,R1,2437012.34,92.437,synthetic_demo,synthetic reservoir response,True
2001-09-16,R1,2438759.17,92.4388,synthetic_demo,synthetic reservoir response,True
2001-09-17,R1,2440587.53,92.4406,synthetic_demo,synthetic reservoir response,True
2001-09-18,R1,2442387.31,92.4424,synthetic_demo,synthetic reservoir response,True
2001-09-19,R1,2444141.2,92.4441,synthetic_demo,synthetic reservoir response,True
2001-09-20,R1,2445865.97,92.4459,synthetic_demo,synthetic reservoir response,True
2001-09-21,R1,2447570.29,92.4476,synthetic_demo,synthetic reservoir response,True
2001-09-22,R1,2449655.41,92.4497,synthetic_demo,synthetic reservoir response,True
2001-09-23,R1,2451729.29,92.4517,synthetic_demo,synthetic reservoir response,True
2001-09-24,R1,2453815.09,92.4538,synthetic_demo,synthetic reservoir response,True
2001-09-25,R1,2455874.66,92.4559,synthetic_demo,synthetic reservoir response,True
2001-09-26,R1,2457885.36,92.4579,synthetic_demo,synthetic reservoir response,True
2001-09-27,R1,2460068.08,92.4601,synthetic_demo,synthetic reservoir response,True
2001-09-28,R1,2462047.78,92.462,synthetic_demo,synthetic reservoir response,True
2001-09-29,R1,2464084.89,92.4641,synthetic_demo,synthetic reservoir response,True
2001-09-30,R1,2466079.82,92.4661,synthetic_demo,synthetic reservoir response,True
2001-10-01,R1,2468064.71,92.4681,synthetic_demo,synthetic reservoir response,True
2001-10-02,R1,2469997.09,92.47,synthetic_demo,synthetic reservoir response,True
2001-10-03,R1,2471957.3,92.472,synthetic_demo,synthetic reservoir response,True
2001-10-04,R1,2473902.86,92.4739,synthetic_demo,synthetic reservoir response,True
2001-10-05,R1,2475795.69,92.4758,synthetic_demo,synthetic reservoir response,True
2001-10-06,R1,2477571.21,92.4776,synthetic_demo,synthetic reservoir response,True
2001-10-07,R1,2479509.46,92.4795,synthetic_demo,synthetic reservoir response,True
2001-10-08,R1,2481479.43,92.4815,synthetic_demo,synthetic reservoir response,True
2001-10-09,R1,2483483.79,92.4835,synthetic_demo,synthetic reservoir response,True
2001-10-10,R1,2485459.45,92.4855,synthetic_demo,synthetic reservoir response,True
2001-10-11,R1,2487440.96,92.4874,synthetic_demo,synthetic reservoir response,True
2001-10-12,R1,2489473.16,92.4895,synthetic_demo,synthetic reservoir response,True
2001-10-13,R1,2491485.95,92.4915,synthetic_demo,synthetic reservoir response,True
2001-10-14,R1,2493510.77,92.4935,synthetic_demo,synthetic reservoir response,True
2001-10-15,R1,2495508.31,92.4955,synthetic_demo,synthetic reservoir response,True
2001-10-16,R1,2497533.98,92.4975,synthetic_demo,synthetic reservoir response,True
2001-10-17,R1,2499595.28,92.4996,synthetic_demo,synthetic reservoir response,True
2001-10-18,R1,2501757.32,92.5018,synthetic_demo,synthetic reservoir response,True
2001-10-19,R1,2504128.11,92.5041,synthetic_demo,synthetic reservoir response,True
2001-10-20,R1,2506545.63,92.5065,synthetic_demo,synthetic reservoir response,True
2001-10-21,R1,2509062.9,92.5091,synthetic_demo,synthetic reservoir response,True
2001-10-22,R1,2511550.72,92.5116,synthetic_demo,synthetic reservoir response,True
2001-10-23,R1,2514042.68,92.514,synthetic_demo,synthetic reservoir response,True
2001-10-24,R1,2516430.81,92.5164,synthetic_demo,synthetic reservoir response,True
2001-10-25,R1,2518961.23,92.519,synthetic_demo,synthetic reservoir response,True
2001-10-26,R1,2521534.87,92.5215,synthetic_demo,synthetic reservoir response,True
2001-10-27,R1,2524106.62,92.5241,synthetic_demo,synthetic reservoir response,True
2001-10-28,R1,2526761.19,92.5268,synthetic_demo,synthetic reservoir response,True
2001-10-29,R1,2529436.55,92.5294,synthetic_demo,synthetic reservoir response,True
2001-10-30,R1,2531954.59,92.532,synthetic_demo,synthetic reservoir response,True
2001-10-31,R1,2534497.75,92.5345,synthetic_demo,synthetic reservoir response,True
2001-11-01,R1,2537026.3,92.537,synthetic_demo,synthetic reservoir response,True
2001-11-02,R1,2539641.28,92.5396,synthetic_demo,synthetic reservoir response,True
2001-11-03,R1,2542228.52,92.5422,synthetic_demo,synthetic reservoir response,True
2001-11-04,R1,2544879.17,92.5449,synthetic_demo,synthetic reservoir response,True
2001-11-05,R1,2547445.87,92.5474,synthetic_demo,synthetic reservoir response,True
2001-11-06,R1,2549970.7,92.55,synthetic_demo,synthetic reservoir response,True
2001-11-07,R1,2552597.11,92.5526,synthetic_demo,synthetic reservoir response,True
2001-11-08,R1,2555232.13,92.5552,synthetic_demo,synthetic reservoir response,True
2001-11-09,R1,2557717.83,92.5577,synthetic_demo,synthetic reservoir response,True
2001-11-10,R1,2560191.35,92.5602,synthetic_demo,synthetic reservoir response,True
2001-11-11,R1,2562564.19,92.5626,synthetic_demo,synthetic reservoir response,True
2001-11-12,R1,2564867.65,92.5649,synthetic_demo,synthetic reservoir response,True
2001-11-13,R1,2567185.2,92.5672,synthetic_demo,synthetic reservoir response,True
2001-11-14,R1,2569790.67,92.5698,synthetic_demo,synthetic reservoir response,True
2001-11-15,R1,2572341.92,92.5723,synthetic_demo,synthetic reservoir response,True
2001-11-16,R1,2574908.23,92.5749,synthetic_demo,synthetic reservoir response,True
2001-11-17,R1,2577493.81,92.5775,synthetic_demo,synthetic reservoir response,True
2001-11-18,R1,2580293.5,92.5803,synthetic_demo,synthetic reservoir response,True
2001-11-19,R1,2583045.03,92.583,synthetic_demo,synthetic reservoir response,True
2001-11-20,R1,2585802.14,92.5858,synthetic_demo,synthetic reservoir response,True
2001-11-21,R1,2588548.31,92.5885,synthetic_demo,synthetic reservoir response,True
2001-11-22,R1,2591277.05,92.5913,synthetic_demo,synthetic reservoir response,True
2001-11-23,R1,2594033.07,92.594,synthetic_demo,synthetic reservoir response,True
2001-11-24,R1,2596707.0,92.5967,synthetic_demo,synthetic reservoir response,True
2001-11-25,R1,2599302.35,92.5993,synthetic_demo,synthetic reservoir response,True
2001-11-26,R1,2602057.96,92.6021,synthetic_demo,synthetic reservoir response,True
2001-11-27,R1,2604831.32,92.6048,synthetic_demo,synthetic reservoir response,True
2001-11-28,R1,2607623.88,92.6076,synthetic_demo,synthetic reservoir response,True
2001-11-29,R1,2610328.62,92.6103,synthetic_demo,synthetic reservoir response,True
2001-11-30,R1,2613017.96,92.613,synthetic_demo,synthetic reservoir response,True
2001-12-01,R1,2615764.12,92.6158,synthetic_demo,synthetic reservoir response,True
2001-12-02,R1,2618426.08,92.6184,synthetic_demo,synthetic reservoir response,True
2001-12-03,R1,2620840.39,92.6208,synthetic_demo,synthetic reservoir response,True
2001-12-04,R1,2623158.8,92.6232,synthetic_demo,synthetic reservoir response,True
2001-12-05,R1,2625485.79,92.6255,synthetic_demo,synthetic reservoir response,True
2001-12-06,R1,2627933.09,92.6279,synthetic_demo,synthetic reservoir response,True
2001-12-07,R1,2630346.51,92.6303,synthetic_demo,synthetic reservoir response,True
2001-12-08,R1,2632838.04,92.6328,synthetic_demo,synthetic reservoir response,True
2001-12-09,R1,2635186.81,92.6352,synthetic_demo,synthetic reservoir response,True
2001-12-10,R1,2637711.44,92.6377,synthetic_demo,synthetic reservoir response,True
2001-12-11,R1,2640271.32,92.6403,synthetic_demo,synthetic reservoir response,True
2001-12-12,R1,2642874.88,92.6429,synthetic_demo,synthetic reservoir response,True
2001-12-13,R1,2645454.46,92.6455,synthetic_demo,synthetic reservoir response,True
2001-12-14,R1,2648015.7,92.648,synthetic_demo,synthetic reservoir response,True
2001-12-15,R1,2650619.41,92.6506,synthetic_demo,synthetic reservoir response,True
2001-12-16,R1,2653234.27,92.6532,synthetic_demo,synthetic reservoir response,True
2001-12-17,R1,2655792.97,92.6558,synthetic_demo,synthetic reservoir response,True
2001-12-18,R1,2658386.21,92.6584,synthetic_demo,synthetic reservoir response,True
2001-12-19,R1,2660860.29,92.6609,synthetic_demo,synthetic reservoir response,True
2001-12-20,R1,2663431.11,92.6634,synthetic_demo,synthetic reservoir response,True
2001-12-21,R1,2665949.14,92.6659,synthetic_demo,synthetic reservoir response,True
2001-12-22,R1,2668411.42,92.6684,synthetic_demo,synthetic reservoir response,True
2001-12-23,R1,2670881.71,92.6709,synthetic_demo,synthetic reservoir response,True
2001-12-24,R1,2673294.12,92.6733,synthetic_demo,synthetic reservoir response,True
2001-12-25,R1,2675713.27,92.6757,synthetic_demo,synthetic reservoir response,True
2001-12-26,R1,2678340.62,92.6783,synthetic_demo,synthetic reservoir response,True
2001-12-27,R1,2680821.01,92.6808,synthetic_demo,synthetic reservoir response,True
2001-12-28,R1,2683331.67,92.6833,synthetic_demo,synthetic reservoir response,True
2001-12-29,R1,2685698.69,92.6857,synthetic_demo,synthetic reservoir response,True
2001-12-30,R1,2688061.03,92.6881,synthetic_demo,synthetic reservoir response,True
2001-12-31,R1,2690387.39,92.6904,synthetic_demo,synthetic reservoir response,True
2002-01-01,R1,2692816.12,92.6928,synthetic_demo,synthetic reservoir response,True
2002-01-02,R1,2694956.75,92.695,synthetic_demo,synthetic reservoir response,True
2002-01-03,R1,2697066.54,92.6971,synthetic_demo,synthetic reservoir response,True
2002-01-04,R1,2699224.3,92.6992,synthetic_demo,synthetic reservoir response,True
2002-01-05,R1,2701463.87,92.7015,synthetic_demo,synthetic reservoir response,True
2002-01-06,R1,2703599.21,92.7036,synthetic_demo,synthetic reservoir response,True
2002-01-07,R1,2705749.16,92.7057,synthetic_demo,synthetic reservoir response,True
2002-01-08,R1,2707887.34,92.7079,synthetic_demo,synthetic reservoir response,True
2002-01-09,R1,2709884.93,92.7099,synthetic_demo,synthetic reservoir response,True
2002-01-10,R1,2711974.12,92.712,synthetic_demo,synthetic reservoir response,True
2002-01-11,R1,2713970.1,92.714,synthetic_demo,synthetic reservoir response,True
2002-01-12,R1,2715953.57,92.716,synthetic_demo,synthetic reservoir response,True
2002-01-13,R1,2717886.19,92.7179,synthetic_demo,synthetic reservoir response,True
2002-01-14,R1,2719889.67,92.7199,synthetic_demo,synthetic reservoir response,True
2002-01-15,R1,2721935.02,92.7219,synthetic_demo,synthetic reservoir response,True
2002-01-16,R1,2723966.87,92.724,synthetic_demo,synthetic reservoir response,True
2002-01-17,R1,2726016.45,92.726,synthetic_demo,synthetic reservoir response,True
2002-01-18,R1,2727938.08,92.7279,synthetic_demo,synthetic reservoir response,True
2002-01-19,R1,2729867.54,92.7299,synthetic_demo,synthetic reservoir response,True
2002-01-20,R1,2731715.58,92.7317,synthetic_demo,synthetic reservoir response,True
2002-01-21,R1,2733564.4,92.7336,synthetic_demo,synthetic reservoir response,True
2002-01-22,R1,2735352.54,92.7354,synthetic_demo,synthetic reservoir response,True
2002-01-23,R1,2737161.94,92.7372,synthetic_demo,synthetic reservoir response,True
2002-01-24,R1,2738888.06,92.7389,synthetic_demo,synthetic reservoir response,True
2002-01-25,R1,2740508.99,92.7405,synthetic_demo,synthetic reservoir response,True
2002-01-26,R1,2742081.98,92.7421,synthetic_demo,synthetic reservoir response,True
2002-01-27,R1,2743652.81,92.7437,synthetic_demo,synthetic reservoir response,True
2002-01-28,R1,2745176.64,92.7452,synthetic_demo,synthetic reservoir response,True
2002-01-29,R1,2746731.46,92.7467,synthetic_demo,synthetic reservoir response,True
2002-01-30,R1,2748203.59,92.7482,synthetic_demo,synthetic reservoir response,True
2002-01-31,R1,2749707.2,92.7497,synthetic_demo,synthetic reservoir response,True
2002-02-01,R1,2751157.22,92.7512,synthetic_demo,synthetic reservoir response,True
2002-02-02,R1,2752617.07,92.7526,synthetic_demo,synthetic reservoir response,True
2002-02-03,R1,2754031.92,92.754,synthetic_demo,synthetic reservoir response,True
2002-02-04,R1,2755424.83,92.7554,synthetic_demo,synthetic reservoir response,True
2002-02-05,R1,2756787.37,92.7568,synthetic_demo,synthetic reservoir response,True
2002-02-06,R1,2758214.48,92.7582,synthetic_demo,synthetic reservoir response,True
2002-02-07,R1,2759606.61,92.7596,synthetic_demo,synthetic reservoir response,True
2002-02-08,R1,2760951.36,92.761,synthetic_demo,synthetic reservoir response,True
2002-02-09,R1,2762297.02,92.7623,synthetic_demo,synthetic reservoir response,True
2002-02-10,R1,2763582.6,92.7636,synthetic_demo,synthetic reservoir response,True
2002-02-11,R1,2764838.31,92.7648,synthetic_demo,synthetic reservoir response,True
2002-02-12,R1,2766224.03,92.7662,synthetic_demo,synthetic reservoir response,True
2002-02-13,R1,2767518.06,92.7675,synthetic_demo,synthetic reservoir response,True
2002-02-14,R1,2768736.12,92.7687,synthetic_demo,synthetic reservoir response,True
2002-02-15,R1,2770025.11,92.77,synthetic_demo,synthetic reservoir response,True
2002-02-16,R1,2771235.11,92.7712,synthetic_demo,synthetic reservoir response,True
2002-02-17,R1,2772461.72,92.7725,synthetic_demo,synthetic reservoir response,True
2002-02-18,R1,2773917.13,92.7739,synthetic_demo,synthetic reservoir response,True
2002-02-19,R1,2775418.37,92.7754,synthetic_demo,synthetic reservoir response,True
2002-02-20,R1,2776898.22,92.7769,synthetic_demo,synthetic reservoir response,True
2002-02-21,R1,2778388.72,92.7784,synthetic_demo,synthetic reservoir response,True
2002-02-22,R1,2779920.24,92.7799,synthetic_demo,synthetic reservoir response,True
2002-02-23,R1,2781436.83,92.7814,synthetic_demo,synthetic reservoir response,True
2002-02-24,R1,2782827.8,92.7828,synthetic_demo,synthetic reservoir response,True
2002-02-25,R1,2784259.38,92.7843,synthetic_demo,synthetic reservoir response,True
2002-02-26,R1,2785714.32,92.7857,synthetic_demo,synthetic reservoir response,True
2002-02-27,R1,2787182.59,92.7872,synthetic_demo,synthetic reservoir response,True
2002-02-28,R1,2788590.03,92.7886,synthetic_demo,synthetic reservoir response,True
2002-03-01,R1,2789946.4,92.7899,synthetic_demo,synthetic reservoir response,True
2002-03-02,R1,2791362.83,92.7914,synthetic_demo,synthetic reservoir response,True
2002-03-03,R1,2792848.44,92.7928,synthetic_demo,synthetic reservoir response,True
2002-03-04,R1,2794233.83,92.7942,synthetic_demo,synthetic reservoir response,True
2002-03-05,R1,2795536.97,92.7955,synthetic_demo,synthetic reservoir response,True
2002-03-06,R1,2796844.23,92.7968,synthetic_demo,synthetic reservoir response,True
2002-03-07,R1,2798222.64,92.7982,synthetic_demo,synthetic reservoir response,True
2002-03-08,R1,2799558.39,92.7996,synthetic_demo,synthetic reservoir response,True
2002-03-09,R1,2800996.4,92.801,synthetic_demo,synthetic reservoir response,True
2002-03-10,R1,2802366.72,92.8024,synthetic_demo,synthetic reservoir response,True
2002-03-11,R1,2803777.03,92.8038,synthetic_demo,synthetic reservoir response,True
2002-03-12,R1,2805219.24,92.8052,synthetic_demo,synthetic reservoir response,True
2002-03-13,R1,2806575.4,92.8066,synthetic_demo,synthetic reservoir response,True
2002-03-14,R1,2807990.18,92.808,synthetic_demo,synthetic reservoir response,True
2002-03-15,R1,2809318.0,92.8093,synthetic_demo,synthetic reservoir response,True
2002-03-16,R1,2810615.0,92.8106,synthetic_demo,synthetic reservoir response,True
2002-03-17,R1,2811987.41,92.812,synthetic_demo,synthetic reservoir response,True
2002-03-18,R1,2813259.86,92.8133,synthetic_demo,synthetic reservoir response,True
2002-03-19,R1,2814686.48,92.8147,synthetic_demo,synthetic reservoir response,True
2002-03-20,R1,2815929.77,92.8159,synthetic_demo,synthetic reservoir response,True
2002-03-21,R1,2817191.02,92.8172,synthetic_demo,synthetic reservoir response,True
2002-03-22,R1,2818438.22,92.8184,synthetic_demo,synthetic reservoir response,True
2002-03-23,R1,2819623.81,92.8196,synthetic_demo,synthetic reservoir response,True
2002-03-24,R1,2820824.81,92.8208,synthetic_demo,synthetic reservoir response,True
2002-03-25,R1,2821957.88,92.822,synthetic_demo,synthetic reservoir response,True
2002-03-26,R1,2822925.92,92.8229,synthetic_demo,synthetic reservoir response,True
2002-03-27,R1,2824038.2,92.824,synthetic_demo,synthetic reservoir response,True
2002-03-28,R1,2825130.6,92.8251,synthetic_demo,synthetic reservoir response,True
2002-03-29,R1,2826270.15,92.8263,synthetic_demo,synthetic reservoir response,True
2002-03-30,R1,2827379.63,92.8274,synthetic_demo,synthetic reservoir response,True
2002-03-31,R1,2828472.13,92.8285,synthetic_demo,synthetic reservoir response,True
2002-04-01,R1,2829454.58,92.8295,synthetic_demo,synthetic reservoir response,True
2002-04-02,R1,2830546.45,92.8305,synthetic_demo,synthetic reservoir response,True
2002-04-03,R1,2831576.46,92.8316,synthetic_demo,synthetic reservoir response,True
2002-04-04,R1,2832477.64,92.8325,synthetic_demo,synthetic reservoir response,True
2002-04-05,R1,2833255.87,92.8333,synthetic_demo,synthetic reservoir response,True
2002-04-06,R1,2834015.96,92.834,synthetic_demo,synthetic reservoir response,True
2002-04-07,R1,2834907.26,92.8349,synthetic_demo,synthetic reservoir response,True
2002-04-08,R1,2835717.93,92.8357,synthetic_demo,synthetic reservoir response,True
2002-04-09,R1,2836493.73,92.8365,synthetic_demo,synthetic reservoir response,True
2002-04-10,R1,2837201.54,92.8372,synthetic_demo,synthetic reservoir response,True
2002-04-11,R1,2837958.76,92.838,synthetic_demo,synthetic reservoir response,True
2002-04-12,R1,2838745.71,92.8387,synthetic_demo,synthetic reservoir response,True
2002-04-13,R1,2839580.26,92.8396,synthetic_demo,synthetic reservoir response,True
2002-04-14,R1,2840231.28,92.8402,synthetic_demo,synthetic reservoir response,True
2002-04-15,R1,2840905.96,92.8409,synthetic_demo,synthetic reservoir response,True
2002-04-16,R1,2841544.84,92.8415,synthetic_demo,synthetic reservoir response,True
2002-04-17,R1,2842114.5,92.8421,synthetic_demo,synthetic reservoir response,True
2002-04-18,R1,2842705.84,92.8427,synthetic_demo,synthetic reservoir response,True
2002-04-19,R1,2843159.63,92.8432,synthetic_demo,synthetic reservoir response,True
2002-04-20,R1,2843764.09,92.8438,synthetic_demo,synthetic reservoir response,True
2002-04-21,R1,2844300.58,92.8443,synthetic_demo,synthetic reservoir response,True
2002-04-22,R1,2844732.36,92.8447,synthetic_demo,synthetic reservoir response,True
2002-04-23,R1,2845153.92,92.8452,synthetic_demo,synthetic reservoir response,True
2002-04-24,R1,2845544.0,92.8455,synthetic_demo,synthetic reservoir response,True
2002-04-25,R1,2845918.35,92.8459,synthetic_demo,synthetic reservoir response,True
2002-04-26,R1,2846325.75,92.8463,synthetic_demo,synthetic reservoir response,True
2002-04-27,R1,2846676.85,92.8467,synthetic_demo,synthetic reservoir response,True
2002-04-28,R1,2847066.48,92.8471,synthetic_demo,synthetic reservoir response,True
2002-04-29,R1,2847387.98,92.8474,synthetic_demo,synthetic reservoir response,True
2002-04-30,R1,2847719.1,92.8477,synthetic_demo,synthetic reservoir response,True
2002-05-01,R1,2847984.98,92.848,synthetic_demo,synthetic reservoir response,True
2002-05-02,R1,2848228.23,92.8482,synthetic_demo,synthetic reservoir response,True
2002-05-03,R1,2848548.57,92.8485,synthetic_demo,synthetic reservoir response,True
2002-05-04,R1,2848841.58,92.8488,synthetic_demo,synthetic reservoir response,True
2002-05-05,R1,2849019.31,92.849,synthetic_demo,synthetic reservoir response,True
2002-05-06,R1,2849165.86,92.8492,synthetic_demo,synthetic reservoir response,True
2002-05-07,R1,2849390.53,92.8494,synthetic_demo,synthetic reservoir response,True
2002-05-08,R1,2849701.68,92.8497,synthetic_demo,synthetic reservoir response,True
2002-05-09,R1,2849929.01,92.8499,synthetic_demo,synthetic reservoir response,True
2002-05-10,R1,2850135.41,92.8501,synthetic_demo,synthetic reservoir response,True
2002-05-11,R1,2850317.49,92.8503,synthetic_demo,synthetic reservoir response,True
2002-05-12,R1,2850538.89,92.8505,synthetic_demo,synthetic reservoir response,True
2002-05-13,R1,2850619.42,92.8506,synthetic_demo,synthetic reservoir response,True
2002-05-14,R1,2850756.62,92.8508,synthetic_demo,synthetic reservoir response,True
2002-05-15,R1,2850924.25,92.8509,synthetic_demo,synthetic reservoir response,True
2002-05-16,R1,2850986.1,92.851,synthetic_demo,synthetic reservoir response,True
2002-05-17,R1,2851006.93,92.851,synthetic_demo,synthetic reservoir response,True
2002-05-18,R1,2851057.45,92.8511,synthetic_demo,synthetic reservoir response,True
2002-05-19,R1,2851111.11,92.8511,synthetic_demo,synthetic reservoir response,True
2002-05-20,R1,2851125.31,92.8511,synthetic_demo,synthetic reservoir response,True
2002-05-21,R1,2851160.09,92.8512,synthetic_demo,synthetic reservoir response,True
2002-05-22,R1,2851233.54,92.8512,synthetic_demo,synthetic reservoir response,True
2002-05-23,R1,2851238.96,92.8512,synthetic_demo,synthetic reservoir response,True
2002-05-24,R1,2851210.2,92.8512,synthetic_demo,synthetic reservoir response,True
2002-05-25,R1,2851264.3,92.8513,synthetic_demo,synthetic reservoir response,True
2002-05-26,R1,2851300.24,92.8513,synthetic_demo,synthetic reservoir response,True
2002-05-27,R1,2851341.35,92.8513,synthetic_demo,synthetic reservoir response,True
2002-05-28,R1,2851381.72,92.8514,synthetic_demo,synthetic reservoir response,True
2002-05-29,R1,2851371.94,92.8514,synthetic_demo,synthetic reservoir response,True
2002-05-30,R1,2851407.73,92.8514,synthetic_demo,synthetic reservoir response,True
2002-05-31,R1,2851359.65,92.8514,synthetic_demo,synthetic reservoir response,True
2002-06-01,R1,2851427.2,92.8514,synthetic_demo,synthetic reservoir response,True
2002-06-02,R1,2851482.01,92.8515,synthetic_demo,synthetic reservoir response,True
2002-06-03,R1,2851458.28,92.8515,synthetic_demo,synthetic reservoir response,True
2002-06-04,R1,2851463.08,92.8515,synthetic_demo,synthetic reservoir response,True
2002-06-05,R1,2851435.52,92.8514,synthetic_demo,synthetic reservoir response,True
2002-06-06,R1,2851386.25,92.8514,synthetic_demo,synthetic reservoir response,True
2002-06-07,R1,2851267.45,92.8513,synthetic_demo,synthetic reservoir response,True
2002-06-08,R1,2851169.49,92.8512,synthetic_demo,synthetic reservoir response,True
2002-06-09,R1,2851081.31,92.8511,synthetic_demo,synthetic reservoir response,True
2002-06-10,R1,2850947.34,92.8509,synthetic_demo,synthetic reservoir response,True
2002-06-11,R1,2850713.04,92.8507,synthetic_demo,synthetic reservoir response,True
2002-06-12,R1,2850526.66,92.8505,synthetic_demo,synthetic reservoir response,True
2002-06-13,R1,2850260.65,92.8503,synthetic_demo,synthetic reservoir response,True
2002-06-14,R1,2850074.71,92.8501,synthetic_demo,synthetic reservoir response,True
2002-06-15,R1,2849872.88,92.8499,synthetic_demo,synthetic reservoir response,True
2002-06-16,R1,2849726.77,92.8497,synthetic_demo,synthetic reservoir response,True
2002-06-17,R1,2849594.92,92.8496,synthetic_demo,synthetic reservoir response,True
2002-06-18,R1,2849439.72,92.8494,synthetic_demo,synthetic reservoir response,True
2002-06-19,R1,2849252.55,92.8493,synthetic_demo,synthetic reservoir response,True
2002-06-20,R1,2849026.58,92.849,synthetic_demo,synthetic reservoir response,True
2002-06-21,R1,2848885.66,92.8489,synthetic_demo,synthetic reservoir response,True
2002-06-22,R1,2848683.24,92.8487,synthetic_demo,synthetic reservoir response,True
2002-06-23,R1,2848528.39,92.8485,synthetic_demo,synthetic reservoir response,True
2002-06-24,R1,2848283.83,92.8483,synthetic_demo,synthetic reservoir response,True
2002-06-25,R1,2848086.11,92.8481,synthetic_demo,synthetic reservoir response,True
2002-06-26,R1,2847962.29,92.848,synthetic_demo,synthetic reservoir response,True
2002-06-27,R1,2847732.78,92.8477,synthetic_demo,synthetic reservoir response,True
2002-06-28,R1,2847516.27,92.8475,synthetic_demo,synthetic reservoir response,True
2002-06-29,R1,2847314.44,92.8473,synthetic_demo,synthetic reservoir response,True
2002-06-30,R1,2847175.71,92.8472,synthetic_demo,synthetic reservoir response,True
2002-07-01,R1,2847010.87,92.847,synthetic_demo,synthetic reservoir response,True
2002-07-02,R1,2846949.24,92.8469,synthetic_demo,synthetic reservoir response,True
2002-07-03,R1,2846853.08,92.8469,synthetic_demo,synthetic reservoir response,True
2002-07-04,R1,2846706.96,92.8467,synthetic_demo,synthetic reservoir response,True
2002-07-05,R1,2846532.47,92.8465,synthetic_demo,synthetic reservoir response,True
2002-07-06,R1,2846544.7,92.8465,synthetic_demo,synthetic reservoir response,True
2002-07-07,R1,2846492.81,92.8465,synthetic_demo,synthetic reservoir response,True
2002-07-08,R1,2846512.33,92.8465,synthetic_demo,synthetic reservoir response,True
2002-07-09,R1,2846480.2,92.8465,synthetic_demo,synthetic reservoir response,True
2002-07-10,R1,2846470.39,92.8465,synthetic_demo,synthetic reservoir response,True
2002-07-11,R1,2846445.69,92.8464,synthetic_demo,synthetic reservoir response,True
2002-07-12,R1,2846563.32,92.8466,synthetic_demo,synthetic reservoir response,True
2002-07-13,R1,2846616.8,92.8466,synthetic_demo,synthetic reservoir response,True
2002-07-14,R1,2846553.74,92.8466,synthetic_demo,synthetic reservoir response,True
2002-07-15,R1,2846567.89,92.8466,synthetic_demo,synthetic reservoir response,True
