date,subbasin_id,groundwater_storage_mm,quality_status,source,synthetic_demo
2003-05-13,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-14,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-15,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-16,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-17,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-18,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-19,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-20,SB1,57.6201,synthetic_demo,synthetic conceptual storage,True
2003-05-21,SB1,57.4108,synthetic_demo,synthetic conceptual storage,True
2003-05-22,SB1,57.4108,synthetic_demo,synthetic conceptual storage,True
2003-05-23,SB1,57.4108,synthetic_demo,synthetic conceptual storage,True
2003-05-24,SB1,57.4108,synthetic_demo,synthetic conceptual storage,True
2003-05-25,SB1,57.4748,synthetic_demo,synthetic conceptual storage,True
2003-05-26,SB1,57.4748,synthetic_demo,synthetic conceptual storage,True
2003-05-27,SB1,57.3485,synthetic_demo,synthetic conceptual storage,True
2003-05-28,SB1,57.3485,synthetic_demo,synthetic conceptual storage,True
2003-05-29,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-05-30,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-05-31,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-01,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-02,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-03,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-04,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-05,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-06,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-07,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-08,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-09,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-10,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-11,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-12,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-13,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-14,SB1,57.4586,synthetic_demo,synthetic conceptual storage,True
2003-06-15,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-16,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-17,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-18,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-19,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-20,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-21,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-22,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-23,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-24,SB1,57.4139,synthetic_demo,synthetic conceptual storage,True
2003-06-25,SB1,57.6013,synthetic_demo,synthetic conceptual storage,True
2003-06-26,SB1,57.6013,synthetic_demo,synthetic conceptual storage,True
2003-06-27,SB1,57.6013,synthetic_demo,synthetic conceptual storage,True
2003-06-28,SB1,57.6013,synthetic_demo,synthetic conceptual storage,True
2003-06-29,SB1,57.4686,synthetic_demo,synthetic conceptual storage,True
2003-06-30,SB1,57.5785,synthetic_demo,synthetic conceptual storage,True
2003-07-01,SB1,57.637,synthetic_demo,synthetic conceptual storage,True
2003-07-02,SB1,57.7528,synthetic_demo,synthetic conceptual storage,True
2003-07-03,SB1,57.9914,synthetic_demo,synthetic conceptual storage,True
2003-07-04,SB1,57.9914,synthetic_demo,synthetic conceptual storage,True
2003-07-05,SB1,57.8983,synthetic_demo,synthetic conceptual storage,True
2003-07-06,SB1,57.5259,synthetic_demo,synthetic conceptual storage,True
2003-07-07,SB1,57.4767,synthetic_demo,synthetic conceptual storage,True
2003-07-08,SB1,57.4767,synthetic_demo,synthetic conceptual storage,True
2003-07-09,SB1,57.4767,synthetic_demo,synthetic conceptual storage,True
2003-07-10,SB1,57.5223,synthetic_demo,synthetic conceptual storage,True
2003-07-11,SB1,57.4258,synthetic_demo,synthetic conceptual storage,True
2003-07-12,SB1,57.5176,synthetic_demo,synthetic conceptual storage,True
2003-07-13,SB1,57.5176,synthetic_demo,synthetic conceptual storage,True
2003-07-14,SB1,57.5176,synthetic_demo,synthetic conceptual storage,True
2003-07-15,SB1,57.5176,synthetic_demo,synthetic conceptual storage,True
2003-07-16,SB1,57.401,synthetic_demo,synthetic conceptual storage,True
2003-07-17,SB1,57.5166,synthetic_demo,synthetic conceptual storage,True
2003-07-18,SB1,57.7101,synthetic_demo,synthetic conceptual storage,True
2003-07-19,SB1,57.8026,synthetic_demo,synthetic conceptual storage,True
2003-07-20,SB1,57.7826,synthetic_demo,synthetic conceptual storage,True
2003-07-21,SB1,57.7826,synthetic_demo,synthetic conceptual storage,True
2003-07-22,SB1,57.6732,synthetic_demo,synthetic conceptual storage,True
2003-07-23,SB1,57.6732,synthetic_demo,synthetic conceptual storage,True
2003-07-24,SB1,57.6732,synthetic_demo,synthetic conceptual storage,True
2003-07-25,SB1,57.5774,synthetic_demo,synthetic conceptual storage,True
2003-07-26,SB1,57.4052,synthetic_demo,synthetic conceptual storage,True
2003-07-27,SB1,57.304,synthetic_demo,synthetic conceptual storage,True
2003-07-28,SB1,57.304,synthetic_demo,synthetic conceptual storage,True
2003-07-29,SB1,57.304,synthetic_demo,synthetic conceptual storage,True
2003-07-30,SB1,57.304,synthetic_demo,synthetic conceptual storage,True
2003-07-31,SB1,57.304,synthetic_demo,synthetic conceptual storage,True
2003-08-01,SB1,57.2081,synthetic_demo,synthetic conceptual storage,True
2003-08-02,SB1,57.2469,synthetic_demo,synthetic conceptual storage,True
2003-08-03,SB1,57.2469,synthetic_demo,synthetic conceptual storage,True
2003-08-04,SB1,57.3339,synthetic_demo,synthetic conceptual storage,True
2003-08-05,SB1,57.3128,synthetic_demo,synthetic conceptual storage,True
2003-08-06,SB1,57.3739,synthetic_demo,synthetic conceptual storage,True
2003-08-07,SB1,57.8804,synthetic_demo,synthetic conceptual storage,True
2003-08-08,SB1,57.7209,synthetic_demo,synthetic conceptual storage,True
2003-08-09,SB1,57.7209,synthetic_demo,synthetic conceptual storage,True
2003-08-10,SB1,57.8222,synthetic_demo,synthetic conceptual storage,True
2003-08-11,SB1,57.8222,synthetic_demo,synthetic conceptual storage,True
2003-08-12,SB1,57.8222,synthetic_demo,synthetic conceptual storage,True
2003-08-13,SB1,57.9487,synthetic_demo,synthetic conceptual storage,True
2003-08-14,SB1,57.9487,synthetic_demo,synthetic conceptual storage,True
2003-08-15,SB1,57.8941,synthetic_demo,synthetic conceptual storage,True
2003-08-16,SB1,57.7647,synthetic_demo,synthetic conceptual storage,True
2003-08-17,SB1,57.8339,synthetic_demo,synthetic conceptual storage,True
2003-08-18,SB1,57.6774,synthetic_demo,synthetic conceptual storage,True
2003-08-19,SB1,57.7663,synthetic_demo,synthetic conceptual storage,True
2003-08-20,SB1,58.3609,synthetic_demo,synthetic conceptual storage,True
2003-08-21,SB1,58.3609,synthetic_demo,synthetic conceptual storage,True
2003-08-22,SB1,58.2005,synthetic_demo,synthetic conceptual storage,True
2003-08-23,SB1,58.3113,synthetic_demo,synthetic conceptual storage,True
2003-08-24,SB1,58.3762,synthetic_demo,synthetic conceptual storage,True
2003-08-25,SB1,58.3762,synthetic_demo,synthetic conceptual storage,True
2003-08-26,SB1,58.4782,synthetic_demo,synthetic conceptual storage,True
2003-08-27,SB1,58.4932,synthetic_demo,synthetic conceptual storage,True
2003-08-28,SB1,58.6248,synthetic_demo,synthetic conceptual storage,True
2003-08-29,SB1,58.4742,synthetic_demo,synthetic conceptual storage,True
2003-08-30,SB1,58.4742,synthetic_demo,synthetic conceptual storage,True
2003-08-31,SB1,58.2623,synthetic_demo,synthetic conceptual storage,True
2003-09-01,SB1,58.2623,synthetic_demo,synthetic conceptual storage,True
2003-09-02,SB1,58.2623,synthetic_demo,synthetic conceptual storage,True
2003-09-03,SB1,58.2623,synthetic_demo,synthetic conceptual storage,True
2003-09-04,SB1,58.2623,synthetic_demo,synthetic conceptual storage,True
2003-09-05,SB1,58.4289,synthetic_demo,synthetic conceptual storage,True
2003-09-06,SB1,58.4289,synthetic_demo,synthetic conceptual storage,True
2003-09-07,SB1,58.4289,synthetic_demo,synthetic conceptual storage,True
2003-09-08,SB1,58.4289,synthetic_demo,synthetic conceptual storage,True
2003-09-09,SB1,58.0822,synthetic_demo,synthetic conceptual storage,True
2003-09-10,SB1,58.0822,synthetic_demo,synthetic conceptual storage,True
2003-09-11,SB1,57.872,synthetic_demo,synthetic conceptual storage,True
2003-09-12,SB1,57.872,synthetic_demo,synthetic conceptual storage,True
2003-09-13,SB1,57.7922,synthetic_demo,synthetic conceptual storage,True
2003-09-14,SB1,57.7922,synthetic_demo,synthetic conceptual storage,True
2003-09-15,SB1,57.7922,synthetic_demo,synthetic conceptual storage,True
2003-09-16,SB1,57.9014,synthetic_demo,synthetic conceptual storage,True
2003-09-17,SB1,57.9271,synthetic_demo,synthetic conceptual storage,True
2003-09-18,SB1,57.9271,synthetic_demo,synthetic conceptual storage,True
2003-09-19,SB1,57.9271,synthetic_demo,synthetic conceptual storage,True
2003-09-20,SB1,57.8666,synthetic_demo,synthetic conceptual storage,True
2003-09-21,SB1,57.8666,synthetic_demo,synthetic conceptual storage,True
2003-09-22,SB1,57.7693,synthetic_demo,synthetic conceptual storage,True
2003-09-23,SB1,57.7693,synthetic_demo,synthetic conceptual storage,True
2003-09-24,SB1,57.7693,synthetic_demo,synthetic conceptual storage,True
2003-09-25,SB1,57.962,synthetic_demo,synthetic conceptual storage,True
2003-09-26,SB1,57.962,synthetic_demo,synthetic conceptual storage,True
2003-09-27,SB1,57.962,synthetic_demo,synthetic conceptual storage,True
2003-09-28,SB1,57.962,synthetic_demo,synthetic conceptual storage,True
2003-09-29,SB1,57.9177,synthetic_demo,synthetic conceptual storage,True
2003-09-30,SB1,57.9875,synthetic_demo,synthetic conceptual storage,True
2003-10-01,SB1,57.9875,synthetic_demo,synthetic conceptual storage,True
2003-10-02,SB1,57.9875,synthetic_demo,synthetic conceptual storage,True
2003-10-03,SB1,58.0811,synthetic_demo,synthetic conceptual storage,True
2003-10-04,SB1,58.1734,synthetic_demo,synthetic conceptual storage,True
2003-10-05,SB1,58.1176,synthetic_demo,synthetic conceptual storage,True
2003-10-06,SB1,57.8255,synthetic_demo,synthetic conceptual storage,True
2003-10-07,SB1,57.7741,synthetic_demo,synthetic conceptual storage,True
2003-10-08,SB1,57.4957,synthetic_demo,synthetic conceptual storage,True
2003-10-09,SB1,57.4957,synthetic_demo,synthetic conceptual storage,True
2003-10-10,SB1,57.4957,synthetic_demo,synthetic conceptual storage,True
2003-10-11,SB1,57.4957,synthetic_demo,synthetic conceptual storage,True
2003-10-12,SB1,57.4551,synthetic_demo,synthetic conceptual storage,True
2003-10-13,SB1,57.4354,synthetic_demo,synthetic conceptual storage,True
2003-10-14,SB1,57.4354,synthetic_demo,synthetic conceptual storage,True
2003-10-15,SB1,57.3383,synthetic_demo,synthetic conceptual storage,True
2003-10-16,SB1,57.2297,synthetic_demo,synthetic conceptual storage,True
2003-10-17,SB1,57.2297,synthetic_demo,synthetic conceptual storage,True
2003-10-18,SB1,57.1284,synthetic_demo,synthetic conceptual storage,True
2003-10-19,SB1,57.1284,synthetic_demo,synthetic conceptual storage,True
2003-10-20,SB1,57.0501,synthetic_demo,synthetic conceptual storage,True
2003-10-21,SB1,57.0501,synthetic_demo,synthetic conceptual storage,True
2003-10-22,SB1,56.8723,synthetic_demo,synthetic conceptual storage,True
2003-10-23,SB1,56.8256,synthetic_demo,synthetic conceptual storage,True
2003-10-24,SB1,57.0768,synthetic_demo,synthetic conceptual storage,True
2003-10-25,SB1,57.0768,synthetic_demo,synthetic conceptual storage,True
2003-10-26,SB1,57.2615,synthetic_demo,synthetic conceptual storage,True
2003-10-27,SB1,57.4367,synthetic_demo,synthetic conceptual storage,True
2003-10-28,SB1,57.6916,synthetic_demo,synthetic conceptual storage,True
2003-10-29,SB1,57.9072,synthetic_demo,synthetic conceptual storage,True
2003-10-30,SB1,57.7889,synthetic_demo,synthetic conceptual storage,True
2003-10-31,SB1,58.0243,synthetic_demo,synthetic conceptual storage,True
2003-11-01,SB1,58.149,synthetic_demo,synthetic conceptual storage,True
2003-11-02,SB1,58.081,synthetic_demo,synthetic conceptual storage,True
2003-11-03,SB1,57.9841,synthetic_demo,synthetic conceptual storage,True
2003-11-04,SB1,58.1916,synthetic_demo,synthetic conceptual storage,True
2003-11-05,SB1,58.1916,synthetic_demo,synthetic conceptual storage,True
2003-11-06,SB1,58.4106,synthetic_demo,synthetic conceptual storage,True
2003-11-07,SB1,58.507,synthetic_demo,synthetic conceptual storage,True
2003-11-08,SB1,58.6617,synthetic_demo,synthetic conceptual storage,True
2003-11-09,SB1,58.9534,synthetic_demo,synthetic conceptual storage,True
2003-11-10,SB1,58.9534,synthetic_demo,synthetic conceptual storage,True
2003-11-11,SB1,58.9534,synthetic_demo,synthetic conceptual storage,True
2003-11-12,SB1,58.9786,synthetic_demo,synthetic conceptual storage,True
2003-11-13,SB1,58.5687,synthetic_demo,synthetic conceptual storage,True
2003-11-14,SB1,58.7451,synthetic_demo,synthetic conceptual storage,True
2003-11-15,SB1,58.7451,synthetic_demo,synthetic conceptual storage,True
2003-11-16,SB1,58.7835,synthetic_demo,synthetic conceptual storage,True
2003-11-17,SB1,58.7835,synthetic_demo,synthetic conceptual storage,True
2003-11-18,SB1,58.7835,synthetic_demo,synthetic conceptual storage,True
2003-11-19,SB1,58.6757,synthetic_demo,synthetic conceptual storage,True
2003-11-20,SB1,58.9044,synthetic_demo,synthetic conceptual storage,True
2003-11-21,SB1,58.9044,synthetic_demo,synthetic conceptual storage,True
2003-11-22,SB1,58.9044,synthetic_demo,synthetic conceptual storage,True
2003-11-23,SB1,58.9044,synthetic_demo,synthetic conceptual storage,True
2003-11-24,SB1,58.9044,synthetic_demo,synthetic conceptual storage,True
2003-11-25,SB1,58.8531,synthetic_demo,synthetic conceptual storage,True
2003-11-26,SB1,58.8531,synthetic_demo,synthetic conceptual storage,True
2003-11-27,SB1,58.9307,synthetic_demo,synthetic conceptual storage,True
2003-11-28,SB1,58.9802,synthetic_demo,synthetic conceptual storage,True
2003-11-29,SB1,58.9802,synthetic_demo,synthetic conceptual storage,True
2003-11-30,SB1,58.9802,synthetic_demo,synthetic conceptual storage,True
2003-12-01,SB1,58.9802,synthetic_demo,synthetic conceptual storage,True
2003-12-02,SB1,58.9802,synthetic_demo,synthetic conceptual storage,True
2003-12-03,SB1,58.7318,synthetic_demo,synthetic conceptual storage,True
2003-12-04,SB1,58.7318,synthetic_demo,synthetic conceptual storage,True
2003-12-05,SB1,58.7318,synthetic_demo,synthetic conceptual storage,True
2003-12-06,SB1,58.7442,synthetic_demo,synthetic conceptual storage,True
2003-12-07,SB1,58.7442,synthetic_demo,synthetic conceptual storage,True
2003-12-08,SB1,58.7442,synthetic_demo,synthetic conceptual storage,True
2003-12-09,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-10,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-11,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-12,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-13,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-14,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-15,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-16,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-17,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-18,SB1,58.9056,synthetic_demo,synthetic conceptual storage,True
2003-12-19,SB1,58.8894,synthetic_demo,synthetic conceptual storage,True
2003-12-20,SB1,58.8894,synthetic_demo,synthetic conceptual storage,True
2003-12-21,SB1,59.0121,synthetic_demo,synthetic conceptual storage,True
2003-12-22,SB1,59.0121,synthetic_demo,synthetic conceptual storage,True
2003-12-23,SB1,59.0121,synthetic_demo,synthetic conceptual storage,True
2003-12-24,SB1,59.0121,synthetic_demo,synthetic conceptual storage,True
2003-12-25,SB1,59.0121,synthetic_demo,synthetic conceptual storage,True
2003-12-26,SB1,59.0121,synthetic_demo,synthetic conceptual storage,True
2003-12-27,SB1,58.7415,synthetic_demo,synthetic conceptual storage,True
2003-12-28,SB1,58.4519,synthetic_demo,synthetic conceptual storage,True
2003-12-29,SB1,58.4519,synthetic_demo,synthetic conceptual storage,True
2003-12-30,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2003-12-31,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2004-01-01,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2004-01-02,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2004-01-03,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2004-01-04,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2004-01-05,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2004-01-06,SB1,58.3573,synthetic_demo,synthetic conceptual storage,True
2004-01-07,SB1,58.7283,synthetic_demo,synthetic conceptual storage,True
2004-01-08,SB1,58.8694,synthetic_demo,synthetic conceptual storage,True
2004-01-09,SB1,58.8694,synthetic_demo,synthetic conceptual storage,True
2004-01-10,SB1,58.8694,synthetic_demo,synthetic conceptual storage,True
2004-01-11,SB1,58.8694,synthetic_demo,synthetic conceptual storage,True
2004-01-12,SB1,58.8694,synthetic_demo,synthetic conceptual storage,True
2004-01-13,SB1,58.8694,synthetic_demo,synthetic conceptual storage,True
2004-01-14,SB1,58.5735,synthetic_demo,synthetic conceptual storage,True
2004-01-15,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-16,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-17,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-18,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-19,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-20,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-21,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-22,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-23,SB1,58.736,synthetic_demo,synthetic conceptual storage,True
2004-01-24,SB1,58.6446,synthetic_demo,synthetic conceptual storage,True
2004-01-25,SB1,58.6446,synthetic_demo,synthetic conceptual storage,True
2004-01-26,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-01-27,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-01-28,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-01-29,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-01-30,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-01-31,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-02-01,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-02-02,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-02-03,SB1,58.7155,synthetic_demo,synthetic conceptual storage,True
2004-02-04,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-05,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-06,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-07,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-08,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-09,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-10,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-11,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-12,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-13,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-14,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-15,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-16,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-17,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-18,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-19,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-20,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-21,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-22,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-23,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-24,SB1,58.7495,synthetic_demo,synthetic conceptual storage,True
2004-02-25,SB1,58.7966,synthetic_demo,synthetic conceptual storage,True
2004-02-26,SB1,58.7966,synthetic_demo,synthetic conceptual storage,True
2004-02-27,SB1,58.889,synthetic_demo,synthetic conceptual storage,True
2004-02-28,SB1,58.889,synthetic_demo,synthetic conceptual storage,True
2004-02-29,SB1,58.889,synthetic_demo,synthetic conceptual storage,True
2004-03-01,SB1,58.889,synthetic_demo,synthetic conceptual storage,True
2004-03-02,SB1,58.7991,synthetic_demo,synthetic conceptual storage,True
2004-03-03,SB1,58.7991,synthetic_demo,synthetic conceptual storage,True
2004-03-04,SB1,58.7991,synthetic_demo,synthetic conceptual storage,True
2004-03-05,SB1,58.7991,synthetic_demo,synthetic conceptual storage,True
2004-03-06,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-07,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-08,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-09,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-10,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-11,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-12,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-13,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-14,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-15,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-16,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-17,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-18,SB1,58.8212,synthetic_demo,synthetic conceptual storage,True
2004-03-19,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-20,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-21,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-22,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-23,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-24,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-25,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-26,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-27,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-28,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-29,SB1,58.8549,synthetic_demo,synthetic conceptual storage,True
2004-03-30,SB1,58.9914,synthetic_demo,synthetic conceptual storage,True
2004-03-31,SB1,58.9914,synthetic_demo,synthetic conceptual storage,True
2004-04-01,SB1,58.9914,synthetic_demo,synthetic conceptual storage,True
2004-04-02,SB1,58.9914,synthetic_demo,synthetic conceptual storage,True
2004-04-03,SB1,58.9914,synthetic_demo,synthetic conceptual storage,True
2004-04-04,SB1,58.9914,synthetic_demo,synthetic conceptual storage,True
2004-04-05,SB1,58.9914,synthetic_demo,synthetic conceptual storage,True
2004-04-06,SB1,58.8207,synthetic_demo,synthetic conceptual storage,True
2004-04-07,SB1,58.8207,synthetic_demo,synthetic conceptual storage,True
2004-04-08,SB1,58.8207,synthetic_demo,synthetic conceptual storage,True
2004-04-09,SB1,58.8207,synthetic_demo,synthetic conceptual storage,True
2004-04-10,SB1,58.8207,synthetic_demo,synthetic conceptual storage,True
2004-04-11,SB1,58.8207,synthetic_demo,synthetic conceptual storage,True
2004-04-12,SB1,58.5677,synthetic_demo,synthetic conceptual storage,True
2004-04-13,SB1,58.5406,synthetic_demo,synthetic conceptual storage,True
2004-04-14,SB1,58.5406,synthetic_demo,synthetic conceptual storage,True
2004-04-15,SB1,58.9242,synthetic_demo,synthetic conceptual storage,True
2004-04-16,SB1,58.9242,synthetic_demo,synthetic conceptual storage,True
2004-04-17,SB1,58.9242,synthetic_demo,synthetic conceptual storage,True
2004-04-18,SB1,58.9242,synthetic_demo,synthetic conceptual storage,True
2004-04-19,SB1,58.7835,synthetic_demo,synthetic conceptual storage,True
2004-04-20,SB1,58.7835,synthetic_demo,synthetic conceptual storage,True
2004-04-21,SB1,58.7835,synthetic_demo,synthetic conceptual storage,True
2004-04-22,SB1,59.303,synthetic_demo,synthetic conceptual storage,True
2004-04-23,SB1,59.303,synthetic_demo,synthetic conceptual storage,True
2004-04-24,SB1,59.2579,synthetic_demo,synthetic conceptual storage,True
2004-04-25,SB1,59.2579,synthetic_demo,synthetic conceptual storage,True
2004-04-26,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-04-27,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-04-28,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-04-29,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-04-30,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-05-01,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-05-02,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-05-03,SB1,59.4291,synthetic_demo,synthetic conceptual storage,True
2004-05-04,SB1,59.5822,synthetic_demo,synthetic conceptual storage,True
2004-05-05,SB1,59.5822,synthetic_demo,synthetic conceptual storage,True
2004-05-06,SB1,59.5822,synthetic_demo,synthetic conceptual storage,True
2004-05-07,SB1,59.5822,synthetic_demo,synthetic conceptual storage,True
2004-05-08,SB1,59.5822,synthetic_demo,synthetic conceptual storage,True
2004-05-09,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-10,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-11,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-12,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-13,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-14,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-15,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-16,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-17,SB1,59.491,synthetic_demo,synthetic conceptual storage,True
2004-05-18,SB1,60.1148,synthetic_demo,synthetic conceptual storage,True
2004-05-19,SB1,60.1148,synthetic_demo,synthetic conceptual storage,True
2004-05-20,SB1,60.1148,synthetic_demo,synthetic conceptual storage,True
2004-05-21,SB1,60.1148,synthetic_demo,synthetic conceptual storage,True
2004-05-22,SB1,60.1148,synthetic_demo,synthetic conceptual storage,True
2004-05-23,SB1,60.1148,synthetic_demo,synthetic conceptual storage,True
2004-05-24,SB1,60.0508,synthetic_demo,synthetic conceptual storage,True
